long,lat,total,hr,mo,day
-73.97084,40.7519,1.9459101490553132,22,Jan,Thu
-73.990761,40.734749,2.5649493574615367,22,Jan,Thu
-73.966965,40.804001,1.6094379124341003,22,Jan,Thu
-73.996162,40.74855,2.8622008809294686,0,Jan,Fri
-73.86351,40.770016,3.417726683613366,22,Jan,Thu
-73.982811,40.749496,3.2771447329921766,23,Jan,Thu
-73.988449,40.748962,2.9231615807191558,8,Jan,Fri
-73.801811,40.665985,4.133565275375382,6,Jan,Fri
-74.002525,40.728428,2.0541237336955462,8,Jan,Fri
-73.965782,40.79528,2.4849066497880004,8,Jan,Fri
-73.973175,40.747524,2.0149030205422647,7,Jan,Fri
-73.941185,40.755405,2.0149030205422647,9,Jan,Fri
-73.988701,40.731354,2.2082744135228043,21,Jan,Thu
-73.962967,40.775036,1.7047480922384253,9,Jan,Fri
-73.997375,40.741692,2.1400661634962708,10,Jan,Fri
-74.000732,40.742069,2.0149030205422647,7,Jan,Fri
-73.950233,40.779839,2.865053949911875,10,Jan,Fri
-73.949768,40.784569,2.2617630984737906,8,Jan,Fri
-73.990807,40.739437,2.772588722239781,21,Jan,Thu
-74.001801,40.721596,3.3843902633457743,10,Jan,Fri
-73.967255,40.753197,2.2512917986064953,10,Jan,Fri
-73.862762,40.769215,2.833213344056216,11,Jan,Fri
-73.98703,40.756618,2.533696813957432,10,Jan,Fri
-73.987808,40.743954,1.252762968495368,11,Jan,Fri
-73.993034,40.753826,1.5040773967762742,6,Jan,Fri
